date,price
2023-04-07,8050
2023-04-10,7936
2023-04-11,8010
2023-04-12,7940
2023-04-13,7866
2023-04-14,7814
2023-04-17,7830
2023-04-18,8010
2023-04-19,7914
2023-04-20,7744
2023-04-21,7550
2023-04-24,7528
2023-04-25,7546
2023-04-26,7596
2023-04-27,7470
2023-04-28,7468
2023-05-04,7604
2023-05-05,7596
2023-05-08,7676
2023-05-09,7552
2023-05-10,7524
2023-05-11,7326
2023-05-12,7328
2023-05-15,7346
2023-05-16,7238
2023-05-17,7148
2023-05-18,7142
2023-05-19,7182
2023-05-22,7040
2023-05-23,7076
2023-05-24,6988
2023-05-25,7074
2023-05-26,7198
2023-05-29,7098
2023-05-30,7020
2023-05-31,6780
2023-06-01,6926
2023-06-02,6974
2023-06-05,7030
2023-06-06,7040
2023-06-07,7016
2023-06-08,7006
2023-06-09,7206
2023-06-12,7176
2023-06-13,7224
2023-06-14,7310
2023-06-15,7382
2023-06-16,7688
2023-06-19,7722
2023-06-20,7770
2023-06-21,7630
2023-06-26,7658
2023-06-27,7652
2023-06-28,7754
2023-06-29,7682
2023-06-30,7742
2023-07-03,8198
2023-07-04,8094
2023-07-05,8116
2023-07-06,8106
2023-07-07,8014
2023-07-10,8028
2023-07-11,8028
2023-07-12,8068
2023-07-13,7958
2023-07-14,8060
2023-07-17,8012
2023-07-18,8054
2023-07-19,8174
2023-07-20,8252
2023-07-21,8128
2023-07-24,8030
2023-07-25,8096
2023-07-26,8232
2023-07-27,8230
2023-07-28,8198
2023-07-31,8024
2023-08-01,8126
2023-08-02,8216
2023-08-03,7854
2023-08-04,7966
2023-08-07,7902
2023-08-08,7774
2023-08-09,7884
2023-08-10,7862
2023-08-11,7800
2023-08-14,7788
2023-08-15,8006
2023-08-16,8002
2023-08-17,8076
2023-08-18,8084
2023-08-21,8168
2023-08-22,8130
2023-08-23,8134
2023-08-24,8290
2023-08-25,8486
2023-08-28,8416
2023-08-29,8438
2023-08-30,8460
2023-08-31,8470
2023-09-01,8590
2023-09-04,8402
2023-09-05,8388
2023-09-06,8410
2023-09-07,8320
2023-09-08,8252
2023-09-11,8258
2023-09-12,8274
2023-09-13,8160
2023-09-14,8290
2023-09-15,8310
2023-09-18,8216
2023-09-19,8050
2023-09-20,8090
2023-09-21,7844
2023-09-22,7938
2023-09-25,7962
2023-09-26,7946
2023-09-27,8052
2023-09-28,8150
2023-10-09,7932
2023-10-10,7756
2023-10-11,7790
2023-10-12,7878
2023-10-13,8022
2023-10-16,8040
2023-10-17,8068
2023-10-18,8066
2023-10-19,8088
2023-10-20,7972
